id,topic,dialogue_text,candidate_summary,reference_summary_1,reference_summary_2,human_score
manual_added_004,apartment rental,A: Is the two-bedroom still available? B: Yes. Open inspection is on Saturday at 10 am. A: Can I apply online? B: Absolutely; submit ID and payslips.,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,Renter confirms availability and inspection; instructed to apply online with documents.,2.54
manual_added_005,apartment rental,A: Is the two-bedroom still available? B: Yes. Open inspection is on Saturday at 10 am. A: Can I apply online? B: Absolutely; submit ID and payslips.,Renter confirms availability to inspection; instructed to apply online to documents.,Renter confirms availability and inspection; instructed to apply online with documents.,Renter confirms availability and inspection; instructed to apply online with documents.,3.75
manual_added_006,flight booking,"A: Hi, I'd like to book a flight to Melbourne next Friday. B: Morning or evening? A: Evening works. Do you have direct flights? B: Yes, 7 pm with QF. Do you want to proceed? A: Yes, please. Window seat if possible.",client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,3.14
manual_added_007,job interview,A: Thanks for meeting me today. B: Tell me about a time you solved a tough problem. A: I automated a weekly report and reduced processing time by 80%. B: Impressive. How did you validate the results?,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,Candidate discusses automating reports and validation during interview.,2.63
manual_added_008,university enquiry,"A: When do applications close for July intake? B: The deadline is May 31. Do you need help with documents? A: Yes, what transcripts are required? B: Official transcripts and proof of English proficiency.",Prospective student asks about July intake deadline to required transcripts.,Prospective student asks about July intake deadline and required transcripts.,Prospective student asks about July intake deadline and required transcripts.,3.28
manual_added_009,medical appointment,A: I'd like to see Dr. Chen for a check-up. B: She is available on Tuesday at 10 am. A: Perfect. Do I need to fast? B: No fasting required; please arrive ten minutes early.,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,3.82
manual_added_010,flight booking,"A: Hi, I'd like to book a flight to Melbourne next Friday. B: Morning or evening? A: Evening works. Do you have direct flights? B: Yes, 7 pm with QF. Do you want to proceed? A: Yes, please. Window seat if possible.",client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,2.48
manual_added_011,restaurant order,"A: Table for two, please. B: Of course. Would you like to see the specials? A: Yes. We'll have the salmon and a veggie pasta. B: Any drinks? A: Sparkling water and one lemonade.","Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.","Two diners order salmon, veggie pasta, and drinks.",1.91
manual_added_012,package delivery,A: My parcel shows delivered but I can't find it. B: It was left at your front door at 2 pm. A: There's nothing there. B: I'll open a trace and contact the driver.,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,3.11
manual_added_013,package delivery,A: My parcel shows delivered but I can't find it. B: It was left at your front door at 2 pm. A: There's nothing there. B: I'll open a trace and contact the driver.,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,1.93
manual_added_014,flight booking,"A: Hi, I'd like to book a flight to Melbourne next Friday. B: Morning or evening? A: Evening works. Do you have direct flights? B: Yes, 7 pm with QF. Do you want to proceed? A: Yes, please. Window seat if possible.",client books an evening direct flight to Melbourne to requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,Customer books an evening direct flight to Melbourne and requests a window seat.,2.78
manual_added_015,job interview,A: Thanks for meeting me today. B: Tell me about a time you solved a tough problem. A: I automated a weekly report and reduced processing time by 80%. B: Impressive. How did you validate the results?,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,Candidate discusses automating reports and validation during interview.,3.05
manual_added_016,medical appointment,A: I'd like to see Dr. Chen for a check-up. B: She is available on Tuesday at 10 am. A: Perfect. Do I need to fast? B: No fasting required; please arrive ten minutes early.,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,2.81
manual_added_017,medical appointment,A: I'd like to see Dr. Chen for a check-up. B: She is available on Tuesday at 10 am. A: Perfect. Do I need to fast? B: No fasting required; please arrive ten minutes early.,Patient schedules a check-up to Dr. Chen to Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,Patient schedules a check-up with Dr. Chen for Tuesday at 10 am; no fasting required.,1.68
manual_added_018,restaurant order,"A: Table for two, please. B: Of course. Would you like to see the specials? A: Yes. We'll have the salmon and a veggie pasta. B: Any drinks? A: Sparkling water and one lemonade.","Two diners order salmon, veggie pasta, to drinks.","Two diners order salmon, veggie pasta, and drinks.","Two diners order salmon, veggie pasta, and drinks.",1.68
manual_added_019,job interview,A: Thanks for meeting me today. B: Tell me about a time you solved a tough problem. A: I automated a weekly report and reduced processing time by 80%. B: Impressive. How did you validate the results?,Candidate discusses automating reports to validation during interview.,Candidate discusses automating reports and validation during interview.,Candidate discusses automating reports and validation during interview.,2.35
manual_added_020,package delivery,A: My parcel shows delivered but I can't find it. B: It was left at your front door at 2 pm. A: There's nothing there. B: I'll open a trace and contact the driver.,Parcel marked delivered is missing; support opens a trace to the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,Parcel marked delivered is missing; support opens a trace with the driver.,1.96
